,Year,City,Sport,Discipline,Athlete,Country,Gender,Medal
19359,1988,Seoul,Shooting,Shooting,"BULJUNG, Erich",USA,Men,Silver
19360,1988,Seoul,Shooting,Shooting,"MALUKHINA, Anna",URS,Women,Bronze
19361,1988,Seoul,Shooting,Shooting,"SHILOVA, Irina",URS,Women,Gold
19362,1988,Seoul,Shooting,Shooting,"SPERBER, Silvia",FRG,Women,Silver
19363,1988,Seoul,Shooting,Shooting,"RIEDERER, Johann",FRG,Men,Bronze
19364,1988,Seoul,Shooting,Shooting,"MAKSIMOVIC, Goran",YUG,Men,Gold
19365,1988,Seoul,Shooting,Shooting,"BERTHELOT, Nicolas",FRA,Men,Silver
19366,1988,Seoul,Shooting,Shooting,"SEKARIC, Jasna",YUG,Women,Bronze
19367,1988,Seoul,Shooting,Shooting,"SALUKVADZE, Nino",URS,Women,Gold
19368,1988,Seoul,Shooting,Shooting,"HASEGAWA, Tomoko",JPN,Women,Silver
19369,1988,Seoul,Shooting,Shooting,"KOVACS, Zoltan",HUN,Men,Bronze
19370,1988,Seoul,Shooting,Shooting,"KUZMINS, Afanasijs",URS,Men,Gold
19371,1988,Seoul,Shooting,Shooting,"SCHUMANN, Ralf",GDR,Men,Silver
19372,1988,Seoul,Shooting,Shooting,"BASINSKI, Igor",URS,Men,Bronze
19373,1988,Seoul,Shooting,Shooting,"BABII, Sorin",ROU,Men,Gold
19374,1988,Seoul,Shooting,Shooting,"SKANÄKER, Ragnar",SWE,Men,Silver
19375,1988,Seoul,Shooting,Shooting,"CHERKASOVA, Valentina",URS,Women,Bronze
19376,1988,Seoul,Shooting,Shooting,"SPERBER, Silvia",FRG,Women,Gold
19377,1988,Seoul,Shooting,Shooting,"LETCHEVA, Vessela Nikolaeva",BUL,Women,Silver
19378,1988,Seoul,Shooting,Shooting,"IVANOV, Kirill",URS,Men,Bronze
19379,1988,Seoul,Shooting,Shooting,"COOPER, Malcolm Douglas",GBR,Men,Gold
19380,1988,Seoul,Shooting,Shooting,"ALLAN, Alister Millar",GBR,Men,Silver
19381,1988,Seoul,Shooting,Shooting,"ZAHONYI, Attila",HUN,Men,Bronze
19382,1988,Seoul,Shooting,Shooting,"VARGA, Miroslav",TCH,Men,Gold
19383,1988,Seoul,Shooting,Shooting,"CHA, Young-Chul",KOR,Men,Silver
19384,1988,Seoul,Shooting,Shooting,"AVRAMENKO, Gennadi",URS,Men,Bronze
19385,1988,Seoul,Shooting,Shooting,"HEIESTAD, Tor",NOR,Men,Gold
19386,1988,Seoul,Shooting,Shooting,"HUANG, Shi-Ping",CHN,Men,Silver
19387,1988,Seoul,Shooting,Shooting,"GUARDIOLA HAY, Jorge",ESP,Men,Bronze
19388,1988,Seoul,Shooting,Shooting,"WEGNER, Axel",GDR,Men,Gold
19389,1988,Seoul,Shooting,Shooting,"DE IRRUARRIZAGA, Alfonso",CHI,Men,Silver
19390,1988,Seoul,Shooting,Shooting,"PEETERS, Frans",BEL,Men,Bronze
19391,1988,Seoul,Shooting,Shooting,"MONAKOV, Dmitri",URS,Men,Gold
19392,1988,Seoul,Shooting,Shooting,"BEDNARIK, Miloslav",TCH,Men,Silver
19393,1988,Seoul,Table Tennis,Table Tennis,"AN, Jae Hyung",KOR,Men,Bronze
19394,1988,Seoul,Table Tennis,Table Tennis,"YOO, Nam-Kyu",KOR,Men,Bronze
19395,1988,Seoul,Table Tennis,Table Tennis,"CHEN, Long-Can",CHN,Men,Gold
19396,1988,Seoul,Table Tennis,Table Tennis,"WEI, Qing-Guang",CHN,Men,Gold
19397,1988,Seoul,Table Tennis,Table Tennis,"LUPULESKU, Ilija",YUG,Men,Silver
19398,1988,Seoul,Table Tennis,Table Tennis,"PRIMORAC, Zoran",YUG,Men,Silver
19399,1988,Seoul,Table Tennis,Table Tennis,"PERKUCIN, Gordana",YUG,Women,Bronze
19400,1988,Seoul,Table Tennis,Table Tennis,"REED, Jasna",YUG,Women,Bronze
19401,1988,Seoul,Table Tennis,Table Tennis,"HYUN, Jung Hwa",KOR,Women,Gold
19402,1988,Seoul,Table Tennis,Table Tennis,"YANG, Young-Ja",KOR,Women,Gold
19403,1988,Seoul,Table Tennis,Table Tennis,"CHEN, Jing",CHN,Women,Silver
19404,1988,Seoul,Table Tennis,Table Tennis,"JIAO, Zhi-Min",CHN,Women,Silver
19405,1988,Seoul,Table Tennis,Table Tennis,"LINDH, Erik",SWE,Men,Bronze
19406,1988,Seoul,Table Tennis,Table Tennis,"YOO, Nam-Kyu",KOR,Men,Gold
19407,1988,Seoul,Table Tennis,Table Tennis,"KIM, Ki Taik",KOR,Men,Silver
19408,1988,Seoul,Table Tennis,Table Tennis,"JIAO, Zhi-Min",CHN,Women,Bronze
19409,1988,Seoul,Table Tennis,Table Tennis,"CHEN, Jing",CHN,Women,Gold
19410,1988,Seoul,Table Tennis,Table Tennis,"LI, Hui-Fen",CHN,Women,Silver
19411,1988,Seoul,Tennis,Tennis,"EDBERG, Stefan",SWE,Men,Bronze
19412,1988,Seoul,Tennis,Tennis,"JARRYD, Anders",SWE,Men,Bronze
19413,1988,Seoul,Tennis,Tennis,"MECIR, Miloslav",TCH,Men,Bronze
19414,1988,Seoul,Tennis,Tennis,"SREJBER, Milan",TCH,Men,Bronze
19415,1988,Seoul,Tennis,Tennis,"FLACH, Kenneth",USA,Men,Gold
19416,1988,Seoul,Tennis,Tennis,"SEGUSO, Robert A.",USA,Men,Gold
19417,1988,Seoul,Tennis,Tennis,"CASAL MARTINEZ, Sergio",ESP,Men,Silver
19418,1988,Seoul,Tennis,Tennis,"SANCHEZ, Emilio",ESP,Men,Silver
19419,1988,Seoul,Tennis,Tennis,"GRAF, Steffi",FRG,Women,Bronze
19420,1988,Seoul,Tennis,Tennis,"KOHDE-KILSCH, Claudia",FRG,Women,Bronze
19421,1988,Seoul,Tennis,Tennis,"SMYLIE, Elizabeth",AUS,Women,Bronze
19422,1988,Seoul,Tennis,Tennis,"TURNBULL, Wendy",AUS,Women,Bronze
19423,1988,Seoul,Tennis,Tennis,"GARRISON, Zina",USA,Women,Gold
19424,1988,Seoul,Tennis,Tennis,"SHRIVER, Pamela Howard",USA,Women,Gold
19425,1988,Seoul,Tennis,Tennis,"NOVOTNA, Jana",TCH,Women,Silver
19426,1988,Seoul,Tennis,Tennis,"SUKOVA, Helena",TCH,Women,Silver
19427,1988,Seoul,Tennis,Tennis,"EDBERG, Stefan",SWE,Men,Bronze
19428,1988,Seoul,Tennis,Tennis,"GILBERT, Bradley N.",USA,Men,Bronze
19429,1988,Seoul,Tennis,Tennis,"MECIR, Miloslav",TCH,Men,Gold
19430,1988,Seoul,Tennis,Tennis,"MAYOTTE, Timothy C.",USA,Men,Silver
19431,1988,Seoul,Tennis,Tennis,"GARRISON, Zina",USA,Women,Bronze
19432,1988,Seoul,Tennis,Tennis,"MALEEVA-FRAGNIERE, Manuela",BUL,Women,Bronze
19433,1988,Seoul,Tennis,Tennis,"GRAF, Steffi",FRG,Women,Gold
19434,1988,Seoul,Tennis,Tennis,"SABATINI, Gabriela",ARG,Women,Silver
19435,1988,Seoul,Volleyball,Volleyball,"CASTELLANI, Daniel Jorge",ARG,Men,Bronze
19436,1988,Seoul,Volleyball,Volleyball,"COLLA, Daniel M.",ARG,Men,Bronze
19437,1988,Seoul,Volleyball,Volleyball,"CONTE, Hugo Nestor",ARG,Men,Bronze
19438,1988,Seoul,Volleyball,Volleyball,"CUMINETTI, Juan Carlos",ARG,Men,Bronze
19439,1988,Seoul,Volleyball,Volleyball,"DE PALMA, Esteban",ARG,Men,Bronze
19440,1988,Seoul,Volleyball,Volleyball,"DIZ, Alejandro",ARG,Men,Bronze
19441,1988,Seoul,Volleyball,Volleyball,"KANTOR, Waldo Ariel",ARG,Men,Bronze
19442,1988,Seoul,Volleyball,Volleyball,"MARTINEZ, Esteban Eduardo",ARG,Men,Bronze
19443,1988,Seoul,Volleyball,Volleyball,"QUIROGA, Raul Nicolas",ARG,Men,Bronze
19444,1988,Seoul,Volleyball,Volleyball,"URIARTE, Jon Emili",ARG,Men,Bronze
19445,1988,Seoul,Volleyball,Volleyball,"WEBER, Carlos",ARG,Men,Bronze
19446,1988,Seoul,Volleyball,Volleyball,"ZULIANELLO, Claudio F.",ARG,Men,Bronze
19447,1988,Seoul,Volleyball,Volleyball,"BUCK, Craig Werner",USA,Men,Gold
19448,1988,Seoul,Volleyball,Volleyball,"CTVRTLIK, Robert Jan",USA,Men,Gold
19449,1988,Seoul,Volleyball,Volleyball,"FORTUNE, Scott Thomas",USA,Men,Gold
19450,1988,Seoul,Volleyball,Volleyball,"KIRALY, Charles",USA,Men,Gold
19451,1988,Seoul,Volleyball,Volleyball,"LUYTIES, Ricci Judson",USA,Men,Gold
19452,1988,Seoul,Volleyball,Volleyball,"PARTIE, Robert Douglas",USA,Men,Gold
19453,1988,Seoul,Volleyball,Volleyball,"ROOT, Jonathan Edward",USA,Men,Gold
19454,1988,Seoul,Volleyball,Volleyball,"SATO, Eric",USA,Men,Gold
19455,1988,Seoul,Volleyball,Volleyball,"SAUNDERS, David Patrick",USA,Men,Gold
19456,1988,Seoul,Volleyball,Volleyball,"STORK, Jeffrey Malcolm",USA,Men,Gold
19457,1988,Seoul,Volleyball,Volleyball,"TANNER, Troy R.",USA,Men,Gold
19458,1988,Seoul,Volleyball,Volleyball,"TIMMONS, Steve Dennis",USA,Men,Gold
19459,1988,Seoul,Volleyball,Volleyball,"ANTONOV, Yaroslav",URS,Men,Silver
19460,1988,Seoul,Volleyball,Volleyball,"CHEREDNIK, Yuri",URS,Men,Silver
19461,1988,Seoul,Volleyball,Volleyball,"KRASILNIKOV, Yevgeni",URS,Men,Silver
19462,1988,Seoul,Volleyball,Volleyball,"KUZNETSOV, Andrei",URS,Men,Silver
19463,1988,Seoul,Volleyball,Volleyball,"LOSEV, Valeri",URS,Men,Silver
19464,1988,Seoul,Volleyball,Volleyball,"PANCHENKO, Yuri",URS,Men,Silver
19465,1988,Seoul,Volleyball,Volleyball,"RUNOV, Igor",URS,Men,Silver
19466,1988,Seoul,Volleyball,Volleyball,"SAPEGA, Yuri",URS,Men,Silver
19467,1988,Seoul,Volleyball,Volleyball,"SHKURIKHIN, Vladimir",URS,Men,Silver
19468,1988,Seoul,Volleyball,Volleyball,"SOROKOLET, Aleksandr",URS,Men,Silver
19469,1988,Seoul,Volleyball,Volleyball,"VILDE, Raimundas",URS,Men,Silver
19470,1988,Seoul,Volleyball,Volleyball,"ZAITSEV, Viacheslav",URS,Men,Silver
19471,1988,Seoul,Volleyball,Volleyball,"CUI, Yong-Mei",CHN,Women,Bronze
19472,1988,Seoul,Volleyball,Volleyball,"HOU, Yu-Zhu",CHN,Women,Bronze
19473,1988,Seoul,Volleyball,Volleyball,"JIANG, Ying",CHN,Women,Bronze
19474,1988,Seoul,Volleyball,Volleyball,"LI, Guo-Jun",CHN,Women,Bronze
19475,1988,Seoul,Volleyball,Volleyball,"LI, Yue-Ming",CHN,Women,Bronze
19476,1988,Seoul,Volleyball,Volleyball,"SU, Huijuan",CHN,Women,Bronze
19477,1988,Seoul,Volleyball,Volleyball,"WANG, Ya-Jun",CHN,Women,Bronze
19478,1988,Seoul,Volleyball,Volleyball,"WU, Dan",CHN,Women,Bronze
19479,1988,Seoul,Volleyball,Volleyball,"YANG, Xiao-Jun",CHN,Women,Bronze
19480,1988,Seoul,Volleyball,Volleyball,"YANG, Xi-Lan",CHN,Women,Bronze
19481,1988,Seoul,Volleyball,Volleyball,"ZHAO, Hong",CHN,Women,Bronze
19482,1988,Seoul,Volleyball,Volleyball,"ZHENG, Mei-Zhu",CHN,Women,Bronze
19483,1988,Seoul,Volleyball,Volleyball,"KORYTOVA, Svetlana",URS,Women,Gold
19484,1988,Seoul,Volleyball,Volleyball,"KRAINOVA, Tatyana",URS,Women,Gold
19485,1988,Seoul,Volleyball,Volleyball,"KRIVOSHEEVA, Olga",URS,Women,Gold
19486,1988,Seoul,Volleyball,Volleyball,"KUMYSH, Marina",URS,Women,Gold
19487,1988,Seoul,Volleyball,Volleyball,"NIKULINA, Marina",URS,Women,Gold
19488,1988,Seoul,Volleyball,Volleyball,"OGIENKO, Valentina",URS,Women,Gold
19489,1988,Seoul,Volleyball,Volleyball,"OVCHINNIKOVA, Elena",URS,Women,Gold
19490,1988,Seoul,Volleyball,Volleyball,"PARKHOMCHUK, Irina",URS,Women,Gold
19491,1988,Seoul,Volleyball,Volleyball,"SHKURNOVA, Olga",URS,Women,Gold
19492,1988,Seoul,Volleyball,Volleyball,"SIDORENKO, Tatyana",URS,Women,Gold
19493,1988,Seoul,Volleyball,Volleyball,"SMIRNOVA, Irina",URS,Women,Gold
19494,1988,Seoul,Volleyball,Volleyball,"VOLKOVA, Elena",URS,Women,Gold
19495,1988,Seoul,Volleyball,Volleyball,"CERVERA, Luisa",PER,Women,Silver
19496,1988,Seoul,Volleyball,Volleyball,"DE LA GUERRA, Alejandra",PER,Women,Silver
19497,1988,Seoul,Volleyball,Volleyball,"FAJARDO, Denisse",PER,Women,Silver
19498,1988,Seoul,Volleyball,Volleyball,"GALLARDO, Miriam",PER,Women,Silver
19499,1988,Seoul,Volleyball,Volleyball,"GARCIA, Rosa",PER,Women,Silver
19500,1988,Seoul,Volleyball,Volleyball,"HEREDIA, Isabel",PER,Women,Silver
19501,1988,Seoul,Volleyball,Volleyball,"HORNY, Katherine",PER,Women,Silver
19502,1988,Seoul,Volleyball,Volleyball,"MALAGA, Natalia",PER,Women,Silver
19503,1988,Seoul,Volleyball,Volleyball,"PEREZ DEL SOLAR, Gabriela",PER,Women,Silver
19504,1988,Seoul,Volleyball,Volleyball,"TAIT, Cecilia",PER,Women,Silver
19505,1988,Seoul,Volleyball,Volleyball,"TORREALVA, Gina",PER,Women,Silver
19506,1988,Seoul,Volleyball,Volleyball,"URIBE, Cenaida",PER,Women,Silver
19507,1988,Seoul,Weightlifting,Weightlifting,"HE, Zhuo-Qiang",CHN,Men,Bronze
19508,1988,Seoul,Weightlifting,Weightlifting,"MARINOV, Sevdalin",BUL,Men,Gold
19509,1988,Seoul,Weightlifting,Weightlifting,"CHUN, Byung-Kwan",KOR,Men,Silver
19510,1988,Seoul,Weightlifting,Weightlifting,"LIU, Shoubin",CHN,Men,Bronze
19511,1988,Seoul,Weightlifting,Weightlifting,"MIRZOYAN, Oksen",URS,Men,Gold
19512,1988,Seoul,Weightlifting,Weightlifting,"HE, Ying-Qiang",CHN,Men,Silver
19513,1988,Seoul,Weightlifting,Weightlifting,"ZAWIEJA, Martin",FRG,Men,Bronze
19514,1988,Seoul,Weightlifting,Weightlifting,"KURLOVICH, Alexandre",URS,Men,Gold
19515,1988,Seoul,Weightlifting,Weightlifting,"NERLINGER, Manfred",FRG,Men,Silver
19516,1988,Seoul,Weightlifting,Weightlifting,"WELLER, Ronny",GDR,Men,Bronze
19517,1988,Seoul,Weightlifting,Weightlifting,"ZAKHAREVICH, Yuri",URS,Men,Gold
19518,1988,Seoul,Weightlifting,Weightlifting,"JACSO, Jozsef",HUN,Men,Silver
19519,1988,Seoul,Weightlifting,Weightlifting,"YE, Huan-Ming",CHN,Men,Bronze
19520,1988,Seoul,Weightlifting,Weightlifting,"SULEYMANOGLU, Naim",TUR,Men,Gold
19521,1988,Seoul,Weightlifting,Weightlifting,"TOPUROV, Stefan",BUL,Men,Silver
19522,1988,Seoul,Weightlifting,Weightlifting,"LI, Jin-He",CHN,Men,Bronze
19523,1988,Seoul,Weightlifting,Weightlifting,"KUNZ, Joachim",GDR,Men,Gold
19524,1988,Seoul,Weightlifting,Weightlifting,"MILITOSIAN, Israel",URS,Men,Silver
19525,1988,Seoul,Weightlifting,Weightlifting,"VARBANOV, Aleksander",BUL,Men,Bronze
19526,1988,Seoul,Weightlifting,Weightlifting,"GIDIKOV, Borislav",BUL,Men,Gold
19527,1988,Seoul,Weightlifting,Weightlifting,"STEINHOEFEL, Ingo",GDR,Men,Silver
19528,1988,Seoul,Weightlifting,Weightlifting,"LEE, Kyung-Kun",KOR,Men,Bronze
19529,1988,Seoul,Weightlifting,Weightlifting,"ARSAMAKOV, Israil",URS,Men,Gold
19530,1988,Seoul,Weightlifting,Weightlifting,"MESSZI, Istvan",HUN,Men,Silver
19531,1988,Seoul,Weightlifting,Weightlifting,"ZAWADA, Slawomir",POL,Men,Bronze
19532,1988,Seoul,Weightlifting,Weightlifting,"KHRAPATY, Anatoli",URS,Men,Gold
19533,1988,Seoul,Weightlifting,Weightlifting,"MUKHAMEDYAROV, Nail",URS,Men,Silver
19534,1988,Seoul,Weightlifting,Weightlifting,"IMMESBERGER, Peter",FRG,Men,Bronze
19535,1988,Seoul,Weightlifting,Weightlifting,"KUZNETSOV, Pavel",URS,Men,Gold
19536,1988,Seoul,Weightlifting,Weightlifting,"VLAD, Nicu",ROU,Men,Silver
19537,1988,Seoul,Wrestling,Wrestling Free.,"KARAMCHAKOV, Sergei",URS,Men,Bronze
19538,1988,Seoul,Wrestling,Wrestling Free.,"KOBAYASHI, Takashi",JPN,Men,Gold
19539,1988,Seoul,Wrestling,Wrestling Free.,"TZONOV, Ivan",BUL,Men,Silver
19540,1988,Seoul,Wrestling,Wrestling Free.,"SCHRÖDER, Andreas",GDR,Men,Bronze
19541,1988,Seoul,Wrestling,Wrestling Free.,"GOBEDJICHVILI, David",URS,Men,Gold
19542,1988,Seoul,Wrestling,Wrestling Free.,"BAUMGARTNER, Bruce Robert",USA,Men,Silver
19543,1988,Seoul,Wrestling,Wrestling Free.,"TOHUZOV, Vladimir",URS,Men,Bronze
19544,1988,Seoul,Wrestling,Wrestling Free.,"SATO, Mitsuru",JPN,Men,Gold
19545,1988,Seoul,Wrestling,Wrestling Free.,"TRSTENA, Saban",YUG,Men,Silver
19546,1988,Seoul,Wrestling,Wrestling Free.,"NOH, Kyung-Sun",KOR,Men,Bronze
19547,1988,Seoul,Wrestling,Wrestling Free.,"BELOGLAZOV, Sergei",URS,Men,Gold
19548,1988,Seoul,Wrestling,Wrestling Free.,"MOHAMMADIAN, Asgari",IRI,Men,Silver
19549,1988,Seoul,Wrestling,Wrestling Free.,"CHTEREV, Simeon",BUL,Men,Bronze
19550,1988,Seoul,Wrestling,Wrestling Free.,"SMITH, John",USA,Men,Gold
19551,1988,Seoul,Wrestling,Wrestling Free.,"SARKISYAN, Stepan",URS,Men,Silver
19552,1988,Seoul,Wrestling,Wrestling Free.,"CARR, Nathaniel",USA,Men,Bronze
19553,1988,Seoul,Wrestling,Wrestling Free.,"FADZAEV, Arsen",URS,Men,Gold
19554,1988,Seoul,Wrestling,Wrestling Free.,"PARK, Jang-Soon",KOR,Men,Silver
19555,1988,Seoul,Wrestling,Wrestling Free.,"SOFIADI-RAKHMAT, Sukra",BUL,Men,Bronze
19556,1988,Seoul,Wrestling,Wrestling Free.,"MONDAY, Kenneth",USA,Men,Gold
19557,1988,Seoul,Wrestling,Wrestling Free.,"VARAEV, Adlan",URS,Men,Silver
19558,1988,Seoul,Wrestling,Wrestling Free.,"LOHYNA, Jozef",TCH,Men,Bronze
19559,1988,Seoul,Wrestling,Wrestling Free.,"HAN, Myung-Woo",KOR,Men,Gold
19560,1988,Seoul,Wrestling,Wrestling Free.,"GENCALP, Necmi",TUR,Men,Silver
19561,1988,Seoul,Wrestling,Wrestling Free.,"KIM, Tae-Woo",KOR,Men,Bronze
19562,1988,Seoul,Wrestling,Wrestling Free.,"KHADARTSEV, Makharbek",URS,Men,Gold
19563,1988,Seoul,Wrestling,Wrestling Free.,"OTA, Akira",JPN,Men,Silver
19564,1988,Seoul,Wrestling,Wrestling Free.,"SCHERR, William Edwin",USA,Men,Bronze
19565,1988,Seoul,Wrestling,Wrestling Free.,"PUSCASU, Vasile",ROU,Men,Gold
19566,1988,Seoul,Wrestling,Wrestling Free.,"KHABELOV, Yuri",URS,Men,Silver
19567,1988,Seoul,Wrestling,Wrestling Gre-R,"TSENOV, Bratan Tzenov",BUL,Men,Bronze
19568,1988,Seoul,Wrestling,Wrestling Gre-R,"MAENZA, Vincenzo",ITA,Men,Gold
19569,1988,Seoul,Wrestling,Wrestling Gre-R,"GLAB, Andrzej",POL,Men,Silver
19570,1988,Seoul,Wrestling,Wrestling Gre-R,"JOHANSSON, Tomas",SWE,Men,Bronze
19571,1988,Seoul,Wrestling,Wrestling Gre-R,"KARELIN, Aleksandr",URS,Men,Gold
19572,1988,Seoul,Wrestling,Wrestling Gre-R,"GEROVSKI, Rangel Ivanov",BUL,Men,Silver
19573,1988,Seoul,Wrestling,Wrestling Gre-R,"LEE, Jae-Suk",KOR,Men,Bronze
19574,1988,Seoul,Wrestling,Wrestling Gre-R,"RÖNNINGEN, Jon",NOR,Men,Gold
19575,1988,Seoul,Wrestling,Wrestling Gre-R,"MIYAHARA, Atsuji",JPN,Men,Silver
19576,1988,Seoul,Wrestling,Wrestling Gre-R,"HOLIDIS, Charalambos",GRE,Men,Bronze
19577,1988,Seoul,Wrestling,Wrestling Gre-R,"SIKE, Andras",HUN,Men,Gold
19578,1988,Seoul,Wrestling,Wrestling Gre-R,"BALOV, Stoyan",BUL,Men,Silver
19579,1988,Seoul,Wrestling,Wrestling Gre-R,"AN, Dae-Hyun",KOR,Men,Bronze
19580,1988,Seoul,Wrestling,Wrestling Gre-R,"MADZHIDOV, Kamandar",URS,Men,Gold
19581,1988,Seoul,Wrestling,Wrestling Gre-R,"VANGELOV, Jivko",BUL,Men,Silver
19582,1988,Seoul,Wrestling,Wrestling Gre-R,"SIPILA, Tapio",FIN,Men,Bronze
19583,1988,Seoul,Wrestling,Wrestling Gre-R,"DJULFALAKIAN, Levon",URS,Men,Gold
19584,1988,Seoul,Wrestling,Wrestling Gre-R,"KIM, Sung-Moon",KOR,Men,Silver
19585,1988,Seoul,Wrestling,Wrestling Gre-R,"TRACZ, Jozef",POL,Men,Bronze
19586,1988,Seoul,Wrestling,Wrestling Gre-R,"KIM, Young-Nam",KOR,Men,Gold
19587,1988,Seoul,Wrestling,Wrestling Gre-R,"TURLYKHANOV, Daulet",URS,Men,Silver
19588,1988,Seoul,Wrestling,Wrestling Gre-R,"KIM, Sang-Kyu",KOR,Men,Bronze
19589,1988,Seoul,Wrestling,Wrestling Gre-R,"MAMIASHVILI, Mikhail",URS,Men,Gold
19590,1988,Seoul,Wrestling,Wrestling Gre-R,"KOMAROMI, Tibor",HUN,Men,Silver
19591,1988,Seoul,Wrestling,Wrestling Gre-R,"POPOV, Vladimir",URS,Men,Bronze
19592,1988,Seoul,Wrestling,Wrestling Gre-R,"KOMCHEV, Atanas Slavov",BUL,Men,Gold
19593,1988,Seoul,Wrestling,Wrestling Gre-R,"KOSKELA, Harri Matias",FIN,Men,Silver
19594,1988,Seoul,Wrestling,Wrestling Gre-R,"KOSLOWSKI, Dennis Marvin",USA,Men,Bronze
19595,1988,Seoul,Wrestling,Wrestling Gre-R,"WRONSKI, Andrzej",POL,Men,Gold
19596,1988,Seoul,Wrestling,Wrestling Gre-R,"HIMMEL, Gerhard",FRG,Men,Silver
19597,1992,Barcelona,Aquatics,Diving,"XIONG, Ni",CHN,Men,Bronze
19598,1992,Barcelona,Aquatics,Diving,"SUN, Shuwei",CHN,Men,Gold
19599,1992,Barcelona,Aquatics,Diving,"DONIE, Scott R.",USA,Men,Silver
19600,1992,Barcelona,Aquatics,Diving,"CLARK, Mary Ellen",USA,Women,Bronze
19601,1992,Barcelona,Aquatics,Diving,"FU, Mingxia",CHN,Women,Gold
19602,1992,Barcelona,Aquatics,Diving,"MIROCHINA, Elena",EUN,Women,Silver
19603,1992,Barcelona,Aquatics,Diving,"SAUTIN, Dmitry",EUN,Men,Bronze
19604,1992,Barcelona,Aquatics,Diving,"LENZI, Mark Edward",USA,Men,Gold
19605,1992,Barcelona,Aquatics,Diving,"TAN, Liang-De",CHN,Men,Silver
19606,1992,Barcelona,Aquatics,Diving,"BALDUS, Brita Pia",GER,Women,Bronze
19607,1992,Barcelona,Aquatics,Diving,"GAO, Min",CHN,Women,Gold
19608,1992,Barcelona,Aquatics,Diving,"LACHKO, Irina",EUN,Women,Silver
19609,1992,Barcelona,Aquatics,Swimming,"BERKOFF, David Charles",USA,Men,Bronze
19610,1992,Barcelona,Aquatics,Swimming,"TEWKSBURY, Mark",CAN,Men,Gold
19611,1992,Barcelona,Aquatics,Swimming,"ROUSE, Jeff Norman",USA,Men,Silver
19612,1992,Barcelona,Aquatics,Swimming,"LOVELESS, Lea",USA,Women,Bronze
19613,1992,Barcelona,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,Gold
19614,1992,Barcelona,Aquatics,Swimming,"SZABO, Tunde",HUN,Women,Silver
19615,1992,Barcelona,Aquatics,Swimming,"ROGERS, Philip John",AUS,Men,Bronze
19616,1992,Barcelona,Aquatics,Swimming,"DIEBEL, Nelson",USA,Men,Gold
19617,1992,Barcelona,Aquatics,Swimming,"ROZSA, Norbert",HUN,Men,Silver
19618,1992,Barcelona,Aquatics,Swimming,"RILEY, Samantha Linette",AUS,Women,Bronze
19619,1992,Barcelona,Aquatics,Swimming,"RUDKOVSKAYA, Elena",EUN,Women,Gold
19620,1992,Barcelona,Aquatics,Swimming,"NALL, Anita",USA,Women,Silver
19621,1992,Barcelona,Aquatics,Swimming,"NESTY, Anthony Conrad",SUR,Men,Bronze
19622,1992,Barcelona,Aquatics,Swimming,"MORALES, Pablo",USA,Men,Gold
19623,1992,Barcelona,Aquatics,Swimming,"SZUKALA, Rafal",POL,Men,Silver
19624,1992,Barcelona,Aquatics,Swimming,"PLEWINSKI, Catherine",FRA,Women,Bronze
19625,1992,Barcelona,Aquatics,Swimming,"QIAN, Hong",CHN,Women,Gold
19626,1992,Barcelona,Aquatics,Swimming,"AHMANN-LEIGHTON, Christine",USA,Women,Silver
19627,1992,Barcelona,Aquatics,Swimming,"CARON, Stephan",FRA,Men,Bronze
19628,1992,Barcelona,Aquatics,Swimming,"POPOV, Alexander",EUN,Men,Gold
19629,1992,Barcelona,Aquatics,Swimming,"BORGES, Gustavo",BRA,Men,Silver
19630,1992,Barcelona,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,Bronze
19631,1992,Barcelona,Aquatics,Swimming,"ZHUANG, Yong",CHN,Women,Gold
19632,1992,Barcelona,Aquatics,Swimming,"THOMPSON, Jenny",USA,Women,Silver
19633,1992,Barcelona,Aquatics,Swimming,"HOFFMANN, Jörg",GER,Men,Bronze
19634,1992,Barcelona,Aquatics,Swimming,"PERKINS, Kieren John",AUS,Men,Gold
19635,1992,Barcelona,Aquatics,Swimming,"HOUSMAN, Glen Clifford",AUS,Men,Silver
19636,1992,Barcelona,Aquatics,Swimming,"BATTISTELLI, Stefano",ITA,Men,Bronze
19637,1992,Barcelona,Aquatics,Swimming,"LOPEZ-ZUBERO, Martin",ESP,Men,Gold
19638,1992,Barcelona,Aquatics,Swimming,"SELKOV, Vladimir",EUN,Men,Silver
19639,1992,Barcelona,Aquatics,Swimming,"STEVENSON, Nicole Dawn",AUS,Women,Bronze
19640,1992,Barcelona,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,Gold
19641,1992,Barcelona,Aquatics,Swimming,"HASE, Dagmar",GER,Women,Silver
19642,1992,Barcelona,Aquatics,Swimming,"GILLINGHAM, Nick",GBR,Men,Bronze
19643,1992,Barcelona,Aquatics,Swimming,"BARROWMAN, Mike",USA,Men,Gold
19644,1992,Barcelona,Aquatics,Swimming,"ROZSA, Norbert",HUN,Men,Silver
19645,1992,Barcelona,Aquatics,Swimming,"NALL, Anita",USA,Women,Bronze
19646,1992,Barcelona,Aquatics,Swimming,"IWASAKI, Kyoko",JPN,Women,Gold
19647,1992,Barcelona,Aquatics,Swimming,"LIN, Li",CHN,Women,Silver
